HComment,HCommenter,HContribute,HDate,HThanks,HTime,HTravelType,HTravelerRating,h_Hotel_name,h_reviewer_address,h_reviewer_id,h_title_comment,h_url
"Thật là một nơi tuyệt vời để ở. Những người sở hữu khách sạn là những người vô cùng tuyệt vời. Họ khiến chúng tôi cảm thấy như một phần của gia đình khi chúng tôi bước vào. Chúng tôi có 9 người ở trong nhiều phòng. Mọi người đều đã nói về kỳ nghỉ của chúng tôi. Các phòng đều rộng rãi đáng ngạc nhiên, được trang bị độc đáo và yên tĩnh. Các giường rất thoải mái. Các bữa ăn sáng là tuyệt vời, và quán cà phê sua. . . Nó là tuyệt vời! Địa điểm là tuyệt vời. Ngay giữa tất cả mọi thứ, đó là chính xác những gì chúng tôi đang tìm kiếm. Tốt wifi và điều hòa không khí. Ban công nhỏ xinh xắn với ghế nhìn ra phố Lê Lợi, vì vậy chúng tôi có thể thư giãn và ngắm nhìn thế giới. Cảnh đẹp, đặc biệt là vào ban đêm. Gần với các quầy hàng thực phẩm, nhà hàng thức ăn và nhà hàng tuyệt vời. Xảy ra",Bruce W,99,Tháng 6 năm 2018,35, đã viết đánh giá vào thg 6 2018,N/A,5,Hue Family Boutique Homestay,"Denver, Colorado",https://www.tripadvisor.com.vn/Profile/S3780VYbrucew,Tuyệt vời ở Huế,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
"Chúng tôi yêu khách sạn này. Nó là nhỏ và chạy trong gia đình và có lẽ nhìn thấy ngày tốt hơn. Nhưng đó là giá trị đáng kinh ngạc và dịch vụ đi trên và xa hơn nữa. Họ giúp chúng tôi biết Huệ vận chuyển nhanh chóng và đưa ra lời khuyên. Không thể nói đủ điều tốt về dịch vụ. Khách sạn nằm ở trung tâm khu giải trí của thành phố Huế với 100 nhà hàng, sông và nhiều quán bar, cách đó vài phút đi bộ. Chúng tôi đã có hai phòng cho 2 đêm ở với các cậu bé tuổi teen của chúng tôi. Rất khuyên bạn nên khách sạn này.",john2146,99,Tháng 4 năm 2018,12, đã viết đánh giá vào thg 4 2018,N/A,5,Hue Family Boutique Homestay,"Newcastle, Úc",https://www.tripadvisor.com.vn/Profile/john2146,Giá trị đáng kinh ngạc. Dịch vụ thân thiện tuyệt vời. Vị trí tuyệt vời.,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
"Đây là một nơi tuyệt vời để ở. Nó cũng nằm với rất nhiều nhà hàng trong khu vực. Các nhân viên là siêu thân thiện và hữu ích. Bữa sáng rất ngon. Chúng tôi đã đi xe đạp từ Đà Nẵng đến Huế, và đã mệt mỏi khi quay trở lại cùng ngày nên chúng tôi đã tìm thấy nơi này.

Họ nâng cấp chúng tôi lên một căn phòng lớn hơn miễn phí.

Ac làm việc rất tốt. Đó là cách ly âm thanh khá và sạch sẽ. Bạn vẫn có thể nghe thấy một vài chiếc xe vang lên, nhưng nó bình thường khi chúng tôi có ban công quay mặt về phía chiếc bánh. Tôi sẽ ở lại đây một lần nữa nếu tôi trở về Huế. Rat khuyen khich!",Hanzon88,181,Tháng 4 năm 2018,313, đã viết đánh giá vào thg 4 2018,Đã du lịch theo đôi,5,Hue Family Boutique Homestay,"Chiang Mai, Thái Lan",https://www.tripadvisor.com.vn/Profile/Hanzon88,Lời chào từ Thụy Điển,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-or5-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Khách sạn nằm ở một vị trí tuyệt vời ở trung tâm Huế và gia đình / nhân viên điều hành khách sạn rất thân thiện và thân thiện. Tuy nhiên, căn phòng chúng tôi ở lại không được tốt lắm. Nó có một mùi ẩm ướt và sàn nhà trở nên ẩm ướt vào buổi sáng sau khi có điều hòa không khí qua đêm vì không có quạt hút của bất kỳ loại nào.

Giá rẻ, nơi đơn giản để ở trong một vị trí tốt nhưng tôi sẽ không ở lại đây một lần nữa. Đó là rất rẻ khoảng £ 6/7 cho 1 đêm cho phòng ngủ đôi nhưng có hàng trăm khách sạn khác mà không phải là đắt hơn nhiều đó là dễ chịu hơn nhiều để ở lại.",Al W,18,Tháng 2 năm 2018,4, đã viết đánh giá vào thg 2 2018,Đã du lịch theo đôi,2,Hue Family Boutique Homestay,"Great Bookham, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/797alw,Khách sạn chức năng - Phòng khó chịu.,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-or5-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html#REVIEWS
Tôi thực sự yêu thích chỗ ở. Nhân viên thực sự thân thiện và hữu ích. Tôi đã có một phòng lớn với ban công và tầm nhìn thật tuyệt vời. Các phòng cho hai người cũng ok nhưng quá tối đối với tôi. Ăn sáng là thực sự tốt.,Möner T,4,Tháng 10 năm 2017,3, đã viết đánh giá vào thg 10 2017,N/A,5,Hue Family Boutique Homestay,N/A,https://www.tripadvisor.com.vn/Profile/m_nert2017,Đáng yêu!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-or5-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Thực sự đáng yêu ở lại: -) một gia đình loại như vậy, bạn thực sự cảm thấy chăm sóc. Phòng đã được tốt đẹp và sạch sẽ nhưng thực sự những người làm cho ở lại đây, rất chào đón loại và hữu ích. Ở đây nếu bạn đang tìm kiếm giá trị và chào đón nồng hậu",Monkey T,8,Tháng 8 năm 2017,2, đã viết đánh giá vào thg 8 2017,Đã du lịch theo đôi,5,Hue Family Boutique Homestay,N/A,https://www.tripadvisor.com.vn/Profile/monkeyt2016,Tốt nhất ở Việt Nam,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-or5-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Vợ tôi và con trai 20 tháng tuổi đã có một kỳ nghỉ tuyệt vời tại nhà trọ này. Các chủ nhà đã được đặc biệt thân thiện và hào phóng và đối xử với chúng tôi như tiền bản quyền (đặc biệt là cậu bé của chúng tôi, những người mà họ thậm chí nấu các bữa ăn đặc biệt cho). Phòng của chúng tôi lớn, được trang bị tốt và cao hơn tiếng ồn giao thông, và ban công cho chúng tôi tầm nhìn ra mặt nước. Chắc chắn sẽ khuyên bạn nên.",Cgolding1,22,Tháng 7 năm 2017,11, đã viết đánh giá vào thg 7 2017,Đã du lịch với gia đình,5,Hue Family Boutique Homestay,N/A,https://www.tripadvisor.com.vn/Profile/Cgolding1,"Máy chủ đáng yêu, hữu ích và hào phóng",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-or5-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html#REVIEWS
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"- Tọa lạc tại số 7 Đội Cung, gần khách sạn Mường Thanh Huế, trong khu phố Tây sầm uất và cách sông Hương chưa đến 500m. Khách sạn Laurel có 1 địa thế tuyệt vời cho những người thích cuộc sống náo nhiệt, thuận tiện cho các hoạt động tham quan, vui chơi và giải trí. - Khách sạn không có bãi đậu xe do đó họ trưng dụng con hẻm kế bên làm nơi đậu xe máy tạm thời vào ban ngày (và thật may mắn khi chúng tôi có chỗ đậu chiếc xe máy của chúng tôi). - Nhân viên rất thân thiện, nhiệt tình và hiếu khách. Họ hướng dẫn tận tình, chu đáo và đầy nhiệt huyết. Tôi đánh giá cao thái độ của các bạn nhân viên làm ngành dịch vụ như thế. - Phòng hơi nhỏ, cũ và bắt đầu xuống cấp. Tuy nhiên vấn đề vệ sinh khá sạch sẽ, các đồ dùng khá gọn gàng và ngăn nắp. -",Lephuchau,328,Tháng 2 năm 2019,26, đã viết đánh giá vào thg 2 2019,N/A,4,Laurel Hotel Hue,"Thành phố Hồ Chí Minh, Việt Nam",https://www.tripadvisor.com.vn/Profile/Lephuchau,Địa điểm tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"Nhân viên thân thiện, nhiệt tình. Phòng thoáng mát, sạch sẽ, yên tĩnh. Gía cả hợp lý cho sinh viên hoặc gia đình đi thăm quan du lịch. Gần trung tâm, cách cầu Tràng Tiền khoảng 5' đi bộ, có dịch vụ thuê xe máy rất thuận tiện cho khách lưu trú tại khách sạn. Hãy đến và trải nghiệm .",nguyennhuthao90,3,Tháng 6 năm 2016,7, đã viết đánh giá vào thg 6 2016,N/A,5,Laurel Hotel Hue,"Tỉnh Quảng Nam, Việt Nam",https://www.tripadvisor.com.vn/Profile/nguyennhuthao90,Nice hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"Tuyệt vời ở lại đây - giá rất rẻ và căn phòng chúng tôi nhận được hiện đại, được trang bị tốt, sạch sẽ và ở một vị trí tốt. Ăn sáng là ok - chỉ là những quả trứng thông thường và bánh mì ect. Chúng tôi sẽ chắc chắn ở đây thêm lần nữa.",Lydia1995,50,Tháng 8 năm 2018,51, đã viết đánh giá vào thg 8 2018,N/A,5,Laurel Hotel Hue,N/A,https://www.tripadvisor.com.vn/Profile/Lydia1995,Fab !!!!!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"Phòng sạch sẽ và nhân viên thân thiện. Phòng tắm của tôi mới được cập nhật và vô nghĩa! Họ đã có phòng của tôi đã sẵn sàng cho một kiểm tra sớm khi tôi đến. Tôi cũng đặt một tour du lịch thành phố với họ và đã có một thời gian thực sự tốt đẹp trên các tour du lịch. Thật không may, tôi đang cho 4 ngôi sao vì một gia đình ở dưới hành lang từ tôi đang gây ra rất nhiều tiếng ồn. 10 giờ tối và họ đã nổ mìn âm nhạc, hút thuốc ra ngoài một cửa sổ mở ở hành lang, và la hét với nhau xuống hành lang (cha mẹ và con cái). Đó là không thực tế, tôi thực sự đã phải nói với một trong những đứa trẻ ra khỏi bản thân mình kể từ khi cha mẹ không. Tôi đã đi đến quầy lễ tân và cho nhân viên tiếp tân biết (tôi có thể nghe thấy tiếng vợt từ tiền sảnh, 3 tầng xuống). Họ dường như không làm bất cứ điều",Sara M,32,Tháng 6 năm 2018,13, đã viết đánh giá vào thg 6 2018,N/A,4,Laurel Hotel Hue,"London, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/smgt23,Khách sạn sạch sẽ và thân thiện,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"Tôi thực sự rất thích ở lại của tôi ở đó tại Laurel. Các nhân viên khách sạn rất tuyệt vời và thân thiện. Họ đã đi ra khỏi con đường của họ để hỗ trợ; đặc biệt với hành lý, bữa sáng và dịch vụ phòng. Toàn bộ trải nghiệm là 5 sao. Tôi rất khuyên các phòng ở phía bên đường, chứ không phải phòng bên cầu thang. Chúng to hơn và đẹp hơn. Khách sạn này là khá mới và tất cả mọi thứ được cập nhật. Giá cả phải chăng, sạch sẽ, miễn phí nước, ăn sáng, vị trí tuyệt vời và nhân viên tốt đẹp. Nhanh chóng kêu lên Thuy, người đã chọn bữa sáng trên đường đi làm! ! ! Mọi người đều tuyệt vời.",VincentDang,1,Tháng 4 năm 2018,1, đã viết đánh giá vào thg 5 2018,N/A,5,Laurel Hotel Hue,"Bãi biển Laguna, California",https://www.tripadvisor.com.vn/Profile/VincentDang,Đây là một trong những khách sạn hàng đầu mà tôi đã ở,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"Chúng tôi vừa kiểm tra và tôi cảm thấy mình phải để lại đánh giá cho những người này.

Nếu bạn đang tìm kiếm một nơi nào đó thoải mái, sạch sẽ và trung tâm trong khi tất cả là siêu giá cả phải chăng và với dịch vụ khách hàng tuyệt vời và khách sạn thì đây là nơi.

Chúng tôi đi du lịch vòng quanh và đã được một năm và cần nghỉ ngơi từ ký túc xá.

Nơi này kết thúc rẻ hơn một nhà trọ vì có hai người chúng tôi. Và nó bao gồm bữa ăn sáng!

Nó không chỉ bao gồm bữa sáng, nhưng chúng tôi đến rất sớm (8 giờ sáng) vào ngày check-in (chúng tôi bắt xe buýt đêm từ Phong Nha) và khi chúng tôi đến, họ đã cho chúng tôi ăn sáng mặc dù chúng tôi đã không đăng ký ! Rất tử tế.

Ngoài ra, nếu bạn đang đi du lịch trên các xe buýt đêm này, trạm xe buýt cho xe buýt Queen Cafe có nghĩa đen là ngay bên cạnh chỗ ở. Thậm chí không đi bộ năm giây. Nó rất tiện lợi vì chúng tôi không phải đối phó với tài xế taxi, vv .. Nhảy xe buýt, lấy túi và đi vào chỗ ở. Nó cũng có nghĩa là khi rời khỏi để trở về xe buýt tiếp theo để đi xuống phía nam đến Hội An, chúng tôi không phải rời khỏi chỗ ở cho đến một phút trước khi chúng tôi kiểm tra kịp thời.

Họ có thể tổ chức các chuyến đi, thuê xe tay ga và giới thiệu địa điểm ăn uống.

Máy sấy tóc, nước vv tất cả trong phòng miễn phí.

Ăn sáng thật ngon.

Giặt là 25, 000 mỗi kg.

Chúc vui vẻ!",WorldTravelGo,29,Tháng 4 năm 2018,13, đã viết đánh giá vào thg 4 2018,Đã du lịch với bạn bè,5,Laurel Hotel Hue,Vương quốc Anh,https://www.tripadvisor.com.vn/Profile/WorldTravelGo,Hoàn hảo,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-or5-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Khách sạn đầy đủ với đội ngũ nhân viên thân thiện và bữa ăn sáng tốt. Nhưng chúng tôi sẽ không trở lại vì phòng của chúng tôi (có lẽ chỉ là phòng này, tôi không biết, phòng số 201) ẩm ướt và mốc. Bạn có thể ngửi thấy nó ngay sau khi bạn bước vào phòng, nhưng trong một đêm thì không sao.",FarinaGermany,59,Tháng 3 năm 2018,16, đã viết đánh giá vào thg 3 2018,Đã du lịch theo đôi,4,Laurel Hotel Hue,"Gelsenkirchen, Đức",https://www.tripadvisor.com.vn/Profile/FarinaGermany,Nó có phải là công việc không,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-or5-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi rất vui khi được ở lại khách sạn, mà chúng tôi tìm thấy thông qua Airbnb, và nó vượt qua tất cả những kỳ vọng của chúng tôi. Các nhân viên trẻ là siêu thân thiện và mong muốn giúp đỡ. Chúng tôi được đón trên xe máy miễn phí tại ga xe lửa, và chúng tôi được mời thưởng thức bữa tối miễn phí cùng với một số khách mời khác và hai nhân viên, đã có rất nhiều tiếng cười và học hỏi về truyền thống Việt Nam. Các phòng được thoải mái và với phòng tắm riêng, vì vậy giá trị tuyệt vời cho giá cả! Cảm ơn các bạn!",Birgitte,6,Tháng 2 năm 2018,4, đã viết đánh giá vào thg 2 2018,Đã du lịch theo đôi,5,Laurel Hotel Hue,"Copenhagen, Đan Mạch",https://www.tripadvisor.com.vn/Profile/bikrola,Nhân viên siêu ngọt và khách sạn đẹp,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-or5-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi đã có một trải nghiệm tuyệt vời tại Laurel Hotel! Các nhân viên là siêu thân thiện và bữa ăn sáng là đáng yêu! Các phòng được sạch sẽ và bạn cảm thấy như một vị vua hoặc nữ hoàng khi bạn ở lại đây. Địa điểm là hoàn hảo và nếu bạn cần bất cứ điều gì họ biết điều đó! Đừng bỏ lỡ nơi này! !

Cảm ơn bạn Laurel Hotel!",asvsluis,5,Tháng 1 năm 2018,3, đã viết đánh giá vào thg 1 2018,Đã du lịch theo đôi,5,Laurel Hotel Hue,"Lima, Peru",https://www.tripadvisor.com.vn/Profile/asvsluis,Kinh ngạc!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9996156-Reviews-or5-Laurel_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
